Datetime,Tweet Id,Text,Username,User Id,Language,Negative,Neutral,Positive
2022-10-10 23:56:33+00:00,1579621943552409600,"The #UN General Assembly banned #Russia-initiated secret ballot on a #Western resolution that does not recognize past referendums in the #DPR, #LPR, #Zaporozhye and #Kherson regions.

1/2",lromao_ptbr,1496352048278872067,en,0.6856278,0.3050287,0.009343453
2022-10-10 23:55:21+00:00,1579621639146582016,@UN WTF is the #UN doing about the daily abuse/harassment/genocide/terrorism carried out by Russia and Belarus? Zero. Nothing. Useless as the League of Nations was with Nazi Germany. History will teach us nothing? #RussiaOutOfSecurityCouncilNow #RussiaIsANaziState #Genocide https://t.co/5SDTDioz0b,galuois,169347380,en,0.9434909,0.053237144,0.0032719465
2022-10-10 23:55:00+00:00,1579621550478671872,"As a responsible global stakeholder, New Delhi remains willing and able to work with the #UN system. But the global multilateral framework should respond to #India’s aspirations as well, posits Harsh V Pant https://t.co/nHxV0Y56L3",orfonline,180748385,en,0.010419753,0.61948705,0.3700932
2022-10-10 23:45:09+00:00,1579619072085733376,Kick them out of the UN! #un  #russiaisateroriststate https://t.co/qxgHLga45C,JTAsher22,1497335924807680000,en,0.80288345,0.1842049,0.012911659
2022-10-10 23:44:02+00:00,1579618790341742592,"An excellent analysis of what’s happening in #Ukraine and how the #UN and their #SecurityCouncil is mocking #Putin to start #WW3 🤦🏻

#UkraineRussianWar #Putin #UkraineWillWin #Ukraina #Ukrainian #VladimirPutin #Zelensky #ZelenskyWarCriminal #WEF #NWO #EU https://t.co/HWpaZBhFq6",RebelRebel2xx2,139847718,en,0.39785,0.48508552,0.11706443
2022-10-10 23:41:22+00:00,1579618120163295232,@juliecbarrett This is #Soros #WEF plan. We are marching to feudalism. We will ALL be equal under the few elites &amp; the #UN. Unreal. #Waleg @WAGOP @SmileyForWA #Seattle,SeattleBlocked,1534054780724649984,en,0.21559845,0.516705,0.26769656
2022-10-10 23:40:59+00:00,1579618025057456129,"#UN AND #NATO islamic republic is killing kurd people in #Sanandaj.People of #Sanandaj and #Kurdistan are fighting bare handed with irgc force that open fired at them.Please help Iranian with force and guns.Islamic republic is doing genocide in #Sanandaj 
#mahsaamini #مهسا_امینی",snakenpi,722067441317240832,en,0.91989136,0.07668059,0.0034280166
2022-10-10 23:38:59+00:00,1579617522521104386,"More than 170 #kurdish and #Iranian Protesters killed by #Iran as security forces during 30 last days!!!
Why the #Internationalcommunity and #UN and UN #SecurityCouncil are silence? #مهساامینی https://t.co/XpkO4N4Ujl",horvanrafat,1199069905108242434,en,0.8911263,0.1051706,0.003703246
2022-10-10 23:35:44+00:00,1579616704149454849,#28jun Vice President #MiloDubak delivered a blistering speech at the #UN strongly condemning the illegal bombing at the 40th Session of the #HumanRightsCouncil. https://t.co/9ixJirs9r9,ivanajpavlovic,343669088,en,0.17320791,0.6512072,0.17558487
2022-10-10 23:30:10+00:00,1579615301054103553,#HOUSTON @Amigoroadsafety Is an early warning system that user the latest technology to communicate securely with other road users preventing #accidents #collisions before they occur #UN #50BY30 #visionzero @ERSCharter @ETSC_EU @eu_comission @KensingtonRoyal #savingcountlesslives https://t.co/HTBXf32VJK,Amigoroadsafety,1468227142861434890,en,0.061011996,0.616336,0.32265204
