Datetime,Tweet Id,Text,Username,User Id,Language,Negative,Neutral,Positive
2023-02-07 23:54:03+00:00,1623107856483467266,#UN DSS: FIELD SECURITY COORDINATION OFFICER (Multiple Duty Stations in Somalia | Closing: 2023-02-12 https://t.co/vhHO086o5U #jobs,UNJobList_DL,233596271,en,0.07581775,0.8889309,0.035251383
2023-02-07 23:54:03+00:00,1623107854541398018,#UN DSS: FIELD SECURITY COORDINATION OFFICER (Multiple Duty Stations in So | In: MULTIPLE DUTY STATIO https://t.co/vC0rmSvbje #jobs,UNJobList_DS,233407792,en,0.10539328,0.8480044,0.046602275
2023-02-07 23:54:02+00:00,1623107852582649858,#UN DSS: FIELD SECURITY COORDINATION OFFICER (Multiple Duty Stations in Somalia)  [Tempora | Grade: P-4 https://t.co/d2dfYM2bLl #jobs,UNJobList,90736001,en,0.1126057,0.8557967,0.031597555
2023-02-07 23:52:51+00:00,1623107554653147137,"International Women's Day Parliamentary Breakfast 
#FM #UN #Iran #DFAT #AusPol
https://t.co/YNnwDAyyxc",MirageNewsCom,3149729430,en,0.062531374,0.88605756,0.051411062
2023-02-07 23:46:03+00:00,1623105842139496451,"""We have plenty of information given to the @OPCW, given to the #UnitedNations, #SecurityCouncil, and 1540 committee. All this information is basically ignored. Never dealt with,"" 
-#Syrian Ambassador to the #UN stated-
https://t.co/3H1O37pIMV",Filomen03258997,967746907413073921,en,0.54787755,0.41633058,0.03579186
2023-02-07 23:46:02+00:00,1623105838180143108,"OPCW disregards Syria info about militants use of chemical weapons 

#Syrian Ambassador to the #UN Bassam Sabbagh said on Tuesday that the @OPCW disregarded information about terrorists employing chemical weapons against Syria.
https://t.co/3H1O37pIMV",Filomen03258997,967746907413073921,en,0.5887338,0.3977835,0.013482674
2023-02-07 23:43:02+00:00,1623105083427680261,"Union Budget of India: Bold, innovative and stellar budget, says Mukesh Aghi, CEO of USISPF
#Asia #Gati_Shakti #indicanews1 #IPEF #Mukesh_Aghi #National_Logistics_Pipeline #nsitharaman #OracleJDEdwards #Pravasi_Bharatiya_Samman_Award #TwitterIndia #Un...
https://t.co/EpBK3ac8l6",indicanews1,953395628784066560,en,0.006381591,0.42128265,0.5723357
2023-02-07 23:42:22+00:00,1623104917509492739,"@swiss_un
@SwissMFAmena 
Please put pressure on those responsible at #UN who are ignoring the #Plea4Help by @RaedAlSaleh3 Head of the @SyriaCivilDef Rescuers who are in dire need of equipment and fuel to save the Thousands of people still buried under the rubble. #Act4Idlib NOW https://t.co/k6LsMWwOOV",rubu481,756520461547212807,en,0.6331231,0.3293943,0.037482657
2023-02-07 23:42:20+00:00,1623104909796343808,"@Reuters #Turkey, #Syria, have to be looking at a death toll above 20,000, with multiples of that in injuries, PLUS cold, lack of services, food, water. THIS is a REAL disaster, THAT REQUIRES A serious RESPONSE, THAT IGNORES #politics ! #UN get to work.",Chris_E_Qld_Au,1411726710,en,0.9555168,0.040904205,0.0035790193
2023-02-07 23:35:22+00:00,1623103156266708996,"Yes, the #US saved China from Japanese aggression, and built the #PRC up after #Mao and the #CCP destroyed the country with violent #Communist ideology, starvation, and the #culturerevolution, also sent massive #FDI after #Deng came begging, allowed Red China in the #UN, &amp; #WTO. https://t.co/y7IeYLXea4",DanGarrett97,299141309,en,0.34066132,0.52177864,0.1375601
