Datetime,Tweet Id,Text,Username,User Id,Language,Negative,Neutral,Positive
2022-09-02 23:52:57+00:00,1565850297532039169,"Let me correct this ⬇️

👉 Turkey accuses India of disregarding #UN resolutions in Occupied Kashmir https://t.co/aFdxDbfVLn",PromoterBoxing,83448633,en,0.5873291,0.4031634,0.00950752
2022-09-02 23:50:10+00:00,1565849597351690241,India accuses Turkey of disregarding #UN resolutions in Libya https://t.co/GlyfHkbcmo,MiddleEastMnt,81136269,en,0.6302554,0.363614,0.0061305943
2022-09-02 23:46:19+00:00,1565848628652023810,"@UN @antonioguterres
THIS IS #UN AS WE ALL KNOWS IT.  FEULING TERROR.
Hundreds of ethnic Tigrayans from Ethiopia who served in a UN peacekeeping force have joined a battle for a strategic town in the northwest of the country, sources say https://t.co/t59beu033H via @bpolitics",EdrisAhm,738994702897295360,en,0.750241,0.23941709,0.010341886
2022-09-02 23:44:48+00:00,1565848244847923200,"#UN 🇺🇳 #SurvivorsResolution ✔️

Ensuring access to justice, remedies &amp; assistance for survivors of sexual violence is 🔑 in ensuring peaceful, equal &amp; just societies.

#SurvivorsResolution #justice #dignity #respect https://t.co/pSWRLVuJZ2

🇸🇱🇯🇵 @RiseNowUS @nguyen_amanda 👏 https://t.co/jOKfbnkqH6",CurtisSChin,2267964218,en,0.05299774,0.55861974,0.38838246
2022-09-02 23:38:35+00:00,1565846681228304387,"#UN report on #Xinjiang:
""A perverse product""

They surely mean
a product about #perverse #ChineseMisbehaviour etc?
Yes, committing #genocide is indeed inhumane &amp; PERVERSE! https://t.co/Xt2njrdzgU",AlarmChina,1200433400508821509,en,0.90465254,0.088190824,0.0071565267
2022-09-02 23:33:16+00:00,1565845342725234693,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#PONTIFEX 
#CopelandNetwork 
#UN 
#NATO 
#WSJ 
#NYSE
#California 
#RepMTG 
#RepBoebert

Huh...

Do you really wonder why the food ""TASTES FUNNY"" coming from the dollar stores?",VeedusM,1253724540276035584,en,0.37983286,0.5611187,0.05904841
2022-09-02 23:30:37+00:00,1565844676137156608,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#PONTIFEX 
#CopelandNetwork 
#UN 
#NATO 
#WSJ 
#NYSE
#California 
#RepMTG 
#RepBoebert

Pay close attention to Rev, 12:4, the ""RED DRAGON"" is waiting to eat the babies, maybe your baby.",VeedusM,1253724540276035584,en,0.5219946,0.44329208,0.03471329
2022-09-02 23:30:10+00:00,1565844563218030592,The two-state compromise drives arguments for and against Palestine's #UN membership #OPINION by Ramona Wadi https://t.co/ECI25GEn5B,MiddleEastMnt,81136269,en,0.15119538,0.8221708,0.026633838
2022-09-02 23:27:50+00:00,1565843976262807553,"#UN 🇺🇳. #HistoryMade! 

Thank you &amp; congrats @nguyen_amanda @RiseNowUS .&amp; #UN member states! Passed unanimously: a resolution recognizing rape #survivors worldwide. 

https://t.co/hhzKN4pnTj

@HelenClarkNZ @ParisHilton #survivorsresolution #Istandwithsurvivors #survivorsrights https://t.co/9GQraPpKlO",CurtisSChin,2267964218,en,0.005132282,0.119071014,0.8757967
2022-09-02 23:22:32+00:00,1565842640767172608,Wow so #mi6 and #BorisJohnson planned with #Ukraine to attack the nuclear plant when the @UN #Un weapon Inspectors were on site. What a dumb plan,CrackCindy,1463430032857124870,en,0.8262999,0.15960851,0.0140915485
2022-09-02 23:21:00+00:00,1565842254299807746,The world made a huge mistake electing @DrTedros not once but twice! Did I say election?!This is the first time in the history of the #UN where a terrorist openly held one of the highest office! Shame! @UN_Spokesperson #UnityForEthiopia #DisarmTPLF,TheodrosKassa,135334133,en,0.9413515,0.05409926,0.0045493306
2022-09-02 23:20:31+00:00,1565842136355840001,@Dinesh_Bist @KamalRajSigdel @preawasthi #UN Janakpur team visited in UND project sites. https://t.co/GL4AxqmweH,DhanChand9,1525083577628491777,en,0.021461599,0.90200573,0.07653263
2022-09-02 23:20:12+00:00,1565842054323834881,"Healthcare refugee Archive, #Somalia #UN 1978-1980, #first medical team @SaveChildrenSO in Somalia. Role of the Somali Gov. The health system of the country was functional, nowadays there’s a reverse, 2022 primary Data from Agencies to @MoH_Somalia https://t.co/lD6HaNUzbX",Dr_Adam01,808060549305171968,en,0.13462831,0.7910016,0.07437011
2022-09-02 23:14:18+00:00,1565840568294543362,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#PONTIFEX 
#CopelandNetwork 
#UN 
#NATO 
#WSJ 
#NYSE
#California 
#RepMTG 
#RepBoebert

There's a reason why Joe had a red background during his ""EXANEDED BLATHER"" and a connection to China.",VeedusM,1253724540276035584,en,0.30719653,0.6435884,0.049215075
2022-09-02 23:13:31+00:00,1565840373347483648,"where is the international community? this is Tigray under attack #AbiyAhmedAli
iyAhmedAli &amp; @IsaiasAfwerki. #StopWarOnTigray #UN @POTUS @SecBlinken @UN_HRC @SwedenUN @UNOCHA https://t.co/yGSMfO8NJJ",Sisco1219,1542633623827914754,en,0.6887077,0.29775,0.0135422535
2022-09-02 23:09:56+00:00,1565839472968826880,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#PONTIFEX 
#CopelandNetwork 
#UN 
#NATO 
#WSJ 
#NYSE
#California 
#RepMTG 
#RepBoebert

(1/2)
RED DRAGON - another name for Satan.
Rev. 12:3-17",VeedusM,1253724540276035584,en,0.497524,0.47063047,0.03184546
2022-09-02 23:05:26+00:00,1565838338954858502,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#PONTIFEX 
#CopelandNetwork 
#UN 
#NATO 
#WSJ 
#NYSE
#California 
#RepMTG 
#RepBoebert

(2/2)
RED HORSE - symbol of war.
Rev. 6:3-4",VeedusM,1253724540276035584,en,0.35034046,0.6113987,0.03826089
2022-09-02 23:05:17+00:00,1565838300073660421,"@TgrayHiwi @StateDept @HouseForeign @EUCouncil @SenateForeign @SenatorMenendez @POTUS @UN This this shame on #UN 

#TPLFisTheCause https://t.co/cLOQiSxkej",addtad2004,122206961,en,0.849255,0.141983,0.008762033
