Datetime,Tweet Id,Text,Username,User Id,Language
2022-04-13 21:51:03+00:00,1514360543225733124,"@PowerUSAID @chefjoseandres @USAID To build better world:
Let humanitarian agencies work humanitarian work,
Let @HRW and @amnesty guided by principles not by cliques and politics,
Let #USA gov't stop from interfering into countries domestic issues.
Let the world have #UN that enforce its principles.",DawitDjote,1285235688263344130,en
2022-04-13 21:47:59+00:00,1514359771771637768,"At #UNSC #Luxembourg made 6 recommendations to end use of sexual violence as a weapon of war:

🔸address root causes
🔸document crimes
🔸hold perpetrators accountable to survivors, with key role for ICC
🔸support survivors
🔸implement #SafeSchools declaration
🔸use #UN sanctions https://t.co/rOTLSrUth6",LuxembourgUN,2314915915,en
2022-04-13 21:42:42+00:00,1514358441472663556,#UN Thank you,rajab_otho,1480624074661502976,en
2022-04-13 21:42:08+00:00,1514358296798507010,@SultanAhmadAli #un thank you,rajab_otho,1480624074661502976,en
2022-04-13 21:38:45+00:00,1514357447095377922,@HillelNeuer I’m fine with the #UN building being closed,taino_official,1145022683320598535,en
2022-04-13 21:35:34+00:00,1514356645391917062,".@NadiaMuradBasee after #UN SecCouncil mtg on preventing sexual violence in conflict:

Via translator: We have provided evidence of survivors' &amp; civil society testimony across the globe. 
Now it needs to go to a court
#ISIS #Ukraine #Ethiopia https://t.co/F1QJus7gQc",pass_blue,453639812,en
2022-04-13 21:32:57+00:00,1514355988136173577,We've found out how the #UN responds to the world's pernicious #TigraySiege and the ongoing #TigrayGenocide. Tigray has endured 524 days of weaponized rape and starvation while the #UN watches silently. @UN @UNOCHA @antonioguterres @USAID @PowerUSAID @UNGeneva @EU_Commission https://t.co/iMir6CTBIB,Brhane99494650,1502018511002083334,en
2022-04-13 21:30:52+00:00,1514355463785267201,"پاکستان کا شمار دنیا میں پانی کی کمی کے دس بڑے ممالک میں ہوتا ہے:سفیر منیر اکرم

https://t.co/tuso36xYwf

Tap on the link to read full story 👆

#channelfivpakistan #khabraindigital #pakistan #UN https://t.co/BTI0AMWgna",daily_khabrain,1176643950,ur
2022-04-13 21:29:03+00:00,1514355004563468297,"@loucharbon @hrw @amnesty #Ethiopia is shameful! 
It is great that it failed.
By the way why is the #UN taking no action against Ethiopia for blocking 7 million people from getting food and medicine since 15 months?

#TigraySiege",Sara18785983,1374346395474354176,en
2022-04-13 21:27:55+00:00,1514354718994141185,"@KamVTV Not Obama. Why are you asking questions? Who said #Obama is running the White House? Because he isn't! Well, maybe a little bit. But he's only following orders from #Rockefeller, the #IMF, and the #Nazi Party - you, know, the #UN #NATO #WHO #WEF #Bilderberg  #eugenics Obviously.",MikeRockStone,1420330774826414083,en
2022-04-13 21:27:36+00:00,1514354639570976769,"Nou @swsjoerdsma , nog een uitdaging voor u … #humanrights Even op het orgel ook voor deze idioterie dan graag. #UN https://t.co/UUMvOgGfkk",Bart1608,276892348,nl
2022-04-13 21:26:55+00:00,1514354470444060676,"🧐...🇺🇳...🇺🇦...🕊 «The people of Ukraine cannot bear the violence being inflicted on them. Our world cannot afford this. We need to act now» —António Guterres, UN Secretary General.

#Ukraine 🇺🇦 #StandUpForUkraine #RussianInvasionOfUkraine #NATO #UN 🇺🇳 

https://t.co/V4a52JE2wv",CM32467297,1272989664664846344,en
2022-04-13 21:25:28+00:00,1514354103706689536,"The world is a cruel place to be judged by when it comes to the race issue. ""a fraction of it...."" what a word to describe the whole pain and voiceless ignorance of the world to the other side of the world.#UN @antonioguterres @POTUS @mbachelet https://t.co/xT4meGjYB1",GirmayMeresa21,2148369402,en
2022-04-13 21:25:25+00:00,1514354091350282240,"RT @DestiUSA: Redwood National and State Parks
Thank you @alanspitzerphotography
Follow us : 🇺🇸 https://t.co/evdRRKCF79 🇺🇸
#SupportUkraine 🇺🇦
#DestinazioneUSA #StatiUniti #travelusa #travel #usa  #visitusa #exploreusa #usaroadtrip #traveler #tourist #un… https://t.co/4orJnhvBSO",oomobile,8612442,en
2022-04-13 21:24:12+00:00,1514353783618351104,"I will tell my Children of How #US #EU #UN supplied Weapons to Brother of Same Family, to attack a fellow Brother😭

This is Evil!!

#Africans are suffering the same fate now, as a result of the enermity,  they created b/w brothers here..

#Ukraine be Wise..

#BiafraExit",AmadisonEpelle,1379114287415889921,en
2022-04-13 21:24:11+00:00,1514353780824981511,Interesting that the #UN won’t use this definition for what has been happening for seven decades in The State of #Palestine. At the same time #Israel is a member of the UN #HumanRights Council and voted to remove #Russia. https://t.co/fPjZb7GIZY,phyllisr_taylor,878353859034447872,en
2022-04-13 21:21:22+00:00,1514353072440373251,@KamVTV BINGO! Welcome to the party #GreatReset #NWO #BrettonWoods #FederalReserve #IMF #Rothschild #Rockefeller #UN #Hitler #JFKassassination,MikeRockStone,1420330774826414083,en
2022-04-13 21:19:27+00:00,1514352588757606403,"1/For the 1st time in history, #Ukraine was elected to the #UN Permanent Forum on Indigenous Issues. Candidate from Ukraine Suleiman Mamutov, an international lawyer, a representative of the Crimean Tatar people, was elected by an overwhelming majority to the Forum for 2023-2025. https://t.co/CZkC2TpBhQ",With__Ukraine,1497024001314590725,en
2022-04-13 21:18:30+00:00,1514352350542336004,Finally someone with critical thinking is speaking up    #Ukraine #Russia #NATO #UN #EU https://t.co/UwQgHC5Ms5,nancy_pavlovic,1000949364360077313,en
2022-04-13 21:15:56+00:00,1514351705344806916,"2)it will only increase the degree of ridicule in the U.S. government. Hahahahaha.....😂
The level of shame in the U.S. government is about to make me laugh to death.
#USA #UnitedStates #NEWS #World #UN #G20 #Russia #Ukraine #Asia #Europe #Africa #MiddleEast #International #EU",China_News12,1458408857315721219,en
2022-04-13 21:15:55+00:00,1514351702958227459,"1)Now many countries have seen through the hypocritical tricks of the US government. Even if the U.S. government sends more officials to other countries to propagate so-called ""human rights, freedom, and democracy,""
#USA #UnitedStates #NEWS #World #UN #G20 #Russia #Ukraine",China_News12,1458408857315721219,en
2022-04-13 21:15:52+00:00,1514351689335296016,"Our interview with UK's deputy perm rep to the #UN   

+ latest podcast episode, featuring @JamesKariuki_UN  &amp; @MarkSeddon1962 
https://t.co/00AKnFAkyj",pass_blue,453639812,en
2022-04-13 21:13:20+00:00,1514351050253340672,More than 80% of health facilities have either been looted or destroyed by 🇪🇹 + 🇪🇷 as well as Amhara forces in #Tigray. Women and girls of Tigray were subjected to weaponized rape. #UN put the hypocrisy aside and act now. #TigrayCantWait @UN @UNICEF @UNGeneva @WFP @POTUS @PowerUS https://t.co/Erp8pDlVGs,NurhusenSamri,1496615889575325701,en
2022-04-13 21:12:57+00:00,1514350952660312064,"@GHS @WHO @DrTedros The question is not why @DrTedros makes biased calls for humanitarian aid to #Tigray only, but of course not for #Amharas &amp; #Afars devastated by #TPLF. The question is why #WHO &amp; #GHS are being used for biased purpose? Is it not corruption global scale? Is it not immoral? #UN",Lasfaw,60192663,en
2022-04-13 21:06:19+00:00,1514349286946967557,"The #UN food price index rose sharply long before the #RussiaUkraineCrisis 
erupted. This 75% increase in less than two years, including 13% in just the last 
month, has already exceeded a similar spike in the early 2010s. https://t.co/MkIZV7FQTv",OChedda,728254482815983618,en
2022-04-13 21:01:49+00:00,1514348154455535622,"Children of Tigray are hospitalized due to malnutrition and disease, but are unable to treat them,there is no medication b.c of blockade.#EndTigraySiege @UNICEF @RedCross @SaveChildrenLEB @UN #UN @PowerUSAID @WHO @JuttaUrpilainen @EU_Commission… https://t.co/yjwjLLvu3s",yemane_birhan,1356865819926556676,en
2022-04-13 21:01:40+00:00,1514348115599503362,Get ready #Canada the internment camps have already been built by #BlackFaceHitler #UN #GESTAPOS are ready to move in. #foodshortages will start soon. #KlausSchwab #globalists #2030Agenda https://t.co/kGhD3FNHii,chick_golf,1426674566,en
2022-04-13 21:01:39+00:00,1514348109089882118,"Many children in Tigray have died of malnutrition and disease as a result of the siege, and death will continue if the siege is not stopped, the report said.#EndTigraySiege @UNICEF @RedCross @SaveChildrenEU @UN #UN @WHO @PowerUSAID … https://t.co/Bm378ADmeX",yemane_birhan,1356865819926556676,en
2022-04-13 21:01:25+00:00,1514348053502832644,"The WHO chief, who is from Tigray, said he has not spoken  to his relatives in the region for more than 500days because communication cut-off. #EndTigraySiege #UN @UNICEF @RedCross  @PowerUSAID @SenFeinstein @SFRCdems @SpeakerPelosi… https://t.co/NISd1lBAPc",yemane_birhan,1356865819926556676,en
2022-04-13 20:55:34+00:00,1514346581906051084,"@joanybaby77 @NONONOEU It's a done deal. 194 countries have signed up to it - thereby signing up to a #UN One World Global Govt.
We've been sold like cattle in an auction.",MungoMouthpiece,1733162454,en
2022-04-13 20:48:37+00:00,1514344829186101258,"Putin's Regime will Sink: #EU #UN #Britain ..

Putin's Regime, will bring Total Cleasing of #Africa from Colonial Influences

I Love @KremlinRussia_E because God, will Use Him in this end time to Achieve so Much

Wait for It!

#ItsSupernatural

#AfricaUnite

#BiafransAreGoingHome",AmadisonEpelle,1379114287415889921,en
2022-04-13 20:46:00+00:00,1514344171489869859,"“Our Western countries are silent because of the Iran nuclear deal they are about to sign in Vienna,” he said. “We refuse to be silent. We refuse to throw the oppressed women of Iran under the bus.”

#Iran #WomensRights #UN #WomensRightsCommission 

https://t.co/6vMVrttlAA",machistanomas,1082334475399229440,en
2022-04-13 20:45:32+00:00,1514344054447874048,"#UN envoy for #Yemen
""Since the truce came into effect on April 2 &amp; despite reported violations that we are concerned about, we have seen a significant overall reduction in hostilities and no confirmed reports of airstrikes or cross-border attacks""
@OSE_Yemen",pass_blue,453639812,en
2022-04-13 20:42:09+00:00,1514343205004664836,"6)Because Pelosi is very good at using others as her political tools in the political arena!
#Russia #Ukraine #NEWS #World #UN #Asia #Europe #Africa #EU #MiddleEast #International",China_News12,1458408857315721219,en
2022-04-13 20:41:24+00:00,1514343016709902352,"Voce molto emozionata della rappresentante del Libano all'#ONU mentre parla delle violenze sessuali e stupri nei conflitti in generale e quelli perpetrati dall'Isis.
#UN #Lebanon https://t.co/mCj8RXseKh",Cla2011,193049390,it
2022-04-13 20:39:35+00:00,1514342557592932352,We've found out how the #UN responds to the world's pernicious #TigraySiege and the ongoing #TigrayGenocide. Tigray has endured 524 days of weaponized rape and starvation while the #UN watches silently. @UN @UNOCHA @antonioguterres @USAID @PowerUSAID @UNGeneva @EU_Commission https://t.co/eND7is9rWx,NurhusenSamri,1496615889575325701,en
2022-04-13 20:34:47+00:00,1514341350031994886,We've found out how the #UN responds to the world's pernicious #TigraySiege and the ongoing #TigrayGenocide. Tigray has endured 524 days of weaponized rape and starvation while the #UN watches silently. @UN @UNOCHA @antonioguterres @USAID @PowerUSAID @UNGeneva @EU_Commission https://t.co/aeJzXYTDSr,wodgrima,1494425420749762560,en
