Datetime,Tweet Id,Text,Username,User Id,Language,Negative,Neutral,Positive
2022-09-30 23:04:02+00:00,1575984847536869376,"For 23+ months,the 🌎 have been watching while the #Tigrayan people have been killed indiscriminately by the gov’ts of 🇪🇹&amp;🇪🇷. If the #UN doesn’t protect ppl from #Genocide , it should be part of it. So,dear Tegaru,let’s stand for ourselves &amp; do what we got to do to save our ppl.",Winner38258738,1509744974719381506,en,0.8083495,0.17887051,0.012780039
2022-09-30 22:59:58+00:00,1575983824152195073,"Interesting and absurd that as the aggressor you can veto any resolution against you🧐🧐. Time to reform the #UN “system”, to cancel #veto rights of the powerful few and with other reforms being urgent too. 

#UNSC #UN #Russia #Ukraine️ https://t.co/Gj6dMlytu8",DannyWijnhoud,545147045,en,0.66949016,0.29477736,0.035732437
2022-09-30 22:58:17+00:00,1575983400581595137,#ZahidanMassacre Iranian forces murdered dozens unarmed protesters in Iranian occupied Balochistan. SupportBaloch against barbaric occupier. #IranKilledBalochProtesters #IranProtests2022 #IranProtests #UN,nobatmarri,304946287,en,0.92577577,0.07156667,0.0026574684
2022-09-30 22:57:55+00:00,1575983309464621057,"@5Weyen72 @GebremeskelGeb @AnnLinde @WhiteHouse @POTUS Heartbreaking 💔 #UN @WhiteHouse @POTUS 
As you hear it daily, innocent of Tigrayans are under drone attack by both 🇪🇹 &amp; 🇪🇷.
This video shows, #AdiDaero is destroyed by 🇪🇷|n Air force drones. 
What additional crimes are you waiting to #EndTigrayGenocide?
https://t.co/FV5tcgOjLQ",GHagereseb,1558210248602779648,en,0.9257102,0.07066769,0.0036221629
2022-09-30 22:54:18+00:00,1575982395643539457,"It shows how broken the #UN system is when such as important of its agencies as #WHO is led by @DrTedros, an individual engaged in advancing the interest of #TPLFTerroristGroup at the expense of the people of Eritea, Ethiopia &amp; the whole of HOA",gemelii3,1570100578172256257,en,0.8346161,0.15509091,0.010292906
2022-09-30 22:53:16+00:00,1575982138939539457,"USA &amp; EU are playing failed diplomacy as they continuously demand #Eri forces to leave #Eth territory whose presence is not proved. But #Eth reported to #UN that #Sudan invaded. US &amp; EU don't want to hear this.
@SecBlinken
@antonioguterres
@_AfricanUnion
@WuPeng_MFAChina",Solomon45046581,1113381593643716608,en,0.8047869,0.18533033,0.0098827295
2022-09-30 22:35:29+00:00,1575977661071265792,@antonioguterres @POTUS @BorisJohnson @EmmanuelMacron @Bundeskanzler @narendramodi It is right time for UN General Assembly to consider removing outdated and obstructionist Veto System from #UN functioning. #UNGA,skkhemkaji,2478101310,en,0.26708585,0.6513401,0.08157404
2022-09-30 22:34:58+00:00,1575977529814679553,"#Breaking 

#UNSecCo votes on #US- #Albania Resolution to condemn #Russia’s annexation of part of #Ukraine @CBSNews | #UN

Yes 10  US #UK #France #Norway #Ireland #Kenya #Mexico #Ghana #Albania #UAE 
No    1   Russia 
Abstentions 4 #China #Brazil #India #Gabon 

@PamelaFalk",Diplomacy140,2356127598,en,0.23373173,0.7276621,0.038606133
2022-09-30 22:34:02+00:00,1575977297915834368,@mattgurney Oh. The #UN is obsolete. A parody.,DebTood,819908524138496000,en,0.7864325,0.19471714,0.01885029
2022-09-30 22:33:12+00:00,1575977087243980801,"The #UN system is broken! 
No one should have veto power! It should be based on majority vote!
#ReformUN #RussiaisATerroistState #RussiaIsANaziState https://t.co/SSUBucFmHo",CaliKaramel,940759040128319488,en,0.8070004,0.17792256,0.015077032
2022-09-30 22:27:49+00:00,1575975734513790977,"#Gabon will take over on Monday the presidency of the #SecurityCouncil for October, as the #UN institution is living an existential crisis caused by a permanent member (#Russia) who is waging a total annexation war in #Ukraine with disastrous consequences for world #UkraineWar",naoufalenhari,20357800,en,0.8367891,0.15487741,0.008333614
2022-09-30 22:18:13+00:00,1575973315189280774,"Celebrate UN Day with @LansingUNA this October! Join us as we support the work of the #UN and honor local students and community leaders. Oct 23, 4:30pm at the @KelloggCenter. Learn more and get your tickets here: https://t.co/cGvOqxxibY 
#usaforun #nourishingpeace #UnitedNations https://t.co/jJ9wGPsFWs",LansingUNA,2971790505,en,0.00063722825,0.030459449,0.9689033
2022-09-30 22:17:24+00:00,1575973109722533888,"JUST IN: Russia vetoes UN Security Council resolution to condemn its annexations of Ukrainian territory, China abstains. #RussiaUkraine #UN #Politics https://t.co/2oJPsrDTjd",BNNBreaking,1541906272940830720,en,0.6142129,0.3768536,0.008933579
2022-09-30 22:16:21+00:00,1575972845821173761,"If global leaders continue to fail to #StopBombingTigray, then they are complicit. #Abiy has not once been gaming about peace talks. It's time to call him out &amp; save the people of Tigray. @SecBlinken @USAmbUN @USUN @EU_Commission #UN @POTUS @StateDept #UNGA    #StopWarOnTigray",a_hadudh,1572770687747506177,en,0.68731076,0.29421267,0.018476572
2022-09-30 22:14:54+00:00,1575972480271122433,@MFA_China You just decided today with your vote at the #UN that a nation could invade and annex a sovereign nation. Why should the other nations trust China 🇨🇳?,HumanityStrong,819467034,en,0.48603815,0.4846032,0.029358694
2022-09-30 22:14:26+00:00,1575972362486304768,"#الرخصه_المهنيه
#الرخصة_المهنية_انجليزي
The word ""unbreakable"" consists of ....... syllables. A)- 2 B)- 3 C)- 4 ✅ D)- 5 
#Un-break-a-ble",IHanadi30,1420075749927698436,en,0.29177958,0.64756227,0.060658175
2022-09-30 22:12:38+00:00,1575971909694390272,"It shows how broken the #UN system is when such as important of its agencies as #WHO is led by @DrTedros, an individual engaged in advancing the interest of #TPLFTerroristGroup at the expense of the people of Eritea, Ethiopia &amp; the whole of HOA",Eripatriot,84803220,en,0.8346161,0.15509091,0.010292906
2022-09-30 22:12:36+00:00,1575971901549457409,@YahooFinance @antonioguterres 2500 views and 1 #RETWEEET . Time to dissolve the #UN . #UnitedNations .,GIJoePottery,1511325483593519106,en,0.5360854,0.41877174,0.04514281
2022-09-30 22:09:52+00:00,1575971216073973760,"#March24th2022 #UN @UN #ResolutionAES11L2 condemned #Russia after #RussiaInvadedUkraine. #ResolutionPassed  141 countries (Agreed)-5(Disagree) 
38 #Abstentions =
#193UNMemberStates
Today #Sept30th2022  #Putin #Russia thinks it can annex more chunks of #Ukraine. with paperclips 📎 https://t.co/jbJ7GLj7gr",RocheJacqueline,433675700,en,0.3784125,0.57069373,0.050893858
2022-09-30 22:05:11+00:00,1575970037579812864,Kick the heck Russia out of the #UN! https://t.co/lg7mfBwYy2,saltaberdikeeva,461475829,en,0.92039794,0.07342812,0.00617394
2022-09-30 22:04:22+00:00,1575969832570441729,Who in the world thinks Me + Government Authority over my choices = #Biss? #GreatReset anyone? #WEF and me? #WHO #UN AND US? #PerfectMatch,octohorse,43731055,en,0.29804724,0.51801753,0.18393521
2022-09-30 22:03:05+00:00,1575969507335884800,"The #UN, you say ?
Why not. https://t.co/2Wnfkoa5IA",Mott_Mason,918813768418775040,en,0.38866794,0.5630361,0.04829591
2022-09-30 22:02:08+00:00,1575969268709044224,"@ChinaAmbUN @Chinamission2un Well, your best friend, Russia, just annexed a part of a sovereign nation and you seem okay with it. So much for international law and the UN Charter! #China #UNGA #UN",HumanityStrong,819467034,en,0.51891994,0.4121674,0.06891263
2022-09-30 22:01:33+00:00,1575969122269396992,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#PONTIFEX 
#CopelandNetwork 
#UN 
#NATO 
#WSJ 
#NYSE
#California 
#RepMTG 
#RepBoebert 

Don't kid yourself about Nord Stream, you fix it the same you you laid it. https://t.co/QLX8OOgmoF",VeedusM,1253724540276035584,en,0.37737715,0.5607247,0.061898146
2022-09-30 22:00:02+00:00,1575968739127869451,"#NordStream rupture may mark biggest single methane release ever recorded: #UN
Both #Russia and the European Union have suggested the ruptures were caused by saboteurs

https://t.co/3k3aXnTVl5",gulf_news,20578408,en,0.71032405,0.2758228,0.013853217
2022-09-30 21:58:16+00:00,1575968295009796123,"Second military coup in Burkina Faso. The first sandaogo damiba traveled to the #UN to defend his coup vam man army captain Traore has taken over

This is a record two coup in one year https://t.co/FoVWe54kmY",Stevndy,2300289902,en,0.4661241,0.48369598,0.050179902
2022-09-30 21:58:04+00:00,1575968247325024257,"@vonderleyen Some leaders dislike to see so much happiness of those who were freed from the Ukrainian devil's dove and its legion of Demons.
Some Ukrainian an European leaders do not like them to say: RUSIA! RUSIA! RUSIA! 
Because they do not provide any feasible and realistic solutions. #Un https://t.co/POP9hGoOiK",elpuebloalmando,1265022246,en,0.8898295,0.10209992,0.008070591
2022-09-30 21:57:11+00:00,1575968022875209728,#ExpelRussia from #UN https://t.co/kxVHLhfzJb,AlertCalgarian,259500240,en,0.41313437,0.55911255,0.027753117
2022-09-30 21:54:59+00:00,1575967467859419136,"They all want the Tigrayans to get wiped out from this Earth. They don't care about #humanity. 
#UN #AU #USA #EU @UNHumanRights
 #EuropeanParliament #Canadian 
#EuropeaCommission #UNGA   
#EuropeanUnion #UK #UNSC #UN_HRC @SaraKidane7 
#TigrayUnderAttack #TigrayGenocide https://t.co/O9RdrtUFTV",CGessesew,1558465019356106753,en,0.80702573,0.18023889,0.01273546
2022-09-30 21:51:46+00:00,1575966661739393024,They #Republicanparty #Media #Facebook are not of truth justice democracy equality freedom god They are not of the law . #UN #ap #aclu #Csulb,sethrow991,1352572483,en,0.7911657,0.1971085,0.011725786
2022-09-30 21:50:57+00:00,1575966456105213953,Mass murding liars manipulators cheaters thiveses racist terriost claiming Truth Justice Democracy God almost 50 years of murder .. Its been a nightmare man . This is no place for a Human being. Eating through this planet like cancer eating a bone   #UN #ap #aclu #Csulb,sethrow991,1352572483,en,0.9718141,0.02568953,0.0024962712
2022-09-30 21:49:54+00:00,1575966189942996992,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#PONTIFEX 
#CopelandNetwork 
#UN 
#NATO 
#WSJ 
#NYSE
#California 
#RepMTG 
#RepBoebert 

You get something similar to a ""SODA POP FIZZ"" that breaks down in water. https://t.co/IALMSrQcoX",VeedusM,1253724540276035584,en,0.33402187,0.6218087,0.044169437
2022-09-30 21:49:45+00:00,1575966152882167809,Mass murding liars manipulators cheaters thiveses racist terriost claiming Truth Justice Democracy God almost 50 years of murder .. Its been a nightmare man . This is no place for a Human being #UN #ap #aclu #Csul,sethrow991,1352572483,en,0.96458966,0.032684017,0.0027264133
2022-09-30 21:48:52+00:00,1575965928981790720,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#PONTIFEX 
#CopelandNetwork 
#UN 
#NATO 
#WSJ 
#NYSE
#California 
#RepMTG 
#RepBoebert 

Take a wild guess what happens when you mix methane and water.",VeedusM,1253724540276035584,en,0.31455022,0.6411527,0.04429713
2022-09-30 21:48:15+00:00,1575965776292347905,Least productive taking the most . I do not want to lie cheat manipulate for a living like our most valued citizens Its been hell man .. OI don;t want to serve terriost and thiveses man #UN #ap #aclu #Csulb https://t.co/Nak03JCGVL,sethrow991,1352572483,en,0.9018817,0.08964129,0.008477037
2022-09-30 21:47:08+00:00,1575965494150324224,@antonioguterres Lucky that Afghanistan does not have the veto right at #UN,TotalFly,410601771,en,0.30118203,0.60475665,0.0940613
2022-09-30 21:46:28+00:00,1575965325589327872,I am honest genuine smarter stronger faster then most of these corrupted Americans . I do not want to lie cheat manipulate serve terriost to be of value in this country . Liars cheaters thiveses are the least productive Humans beings #Un #ap #aclu #Csulb https://t.co/UN6mvb5lJr,sethrow991,1352572483,en,0.8953367,0.093737036,0.0109263025
2022-09-30 21:45:02+00:00,1575964966632366082,"Reform the UN -veto to be removed if the action is against the privileged veto holder. The failed UN polices should be reworked to favor people/critters vs some nuclear bomb, climate destroying political line in the sand #NATO #Congress #EU #UN https://t.co/hH0juLg2u5",StevenP16282832,1031156912119853057,en,0.66587144,0.31468162,0.01944692
2022-09-30 21:44:28+00:00,1575964825217212416,Living along side liars manipulators murderers racist terrorist thiveses  #Republicanparty #Media #Facebook Clamming truth justice democracy god  equality freedom Watching them rape this world my whole life in the name of GOOD . Powerless. Its been Hell   #un #ap #aclu #csulb,sethrow991,1352572483,en,0.9574031,0.039117143,0.0034797543
2022-09-30 21:42:36+00:00,1575964355002187777,"Nothing here is worth all the lying manipulating rape hate murder Nothing these ""Great"" Americans are doing . #UN #ap #aclu #Csulb",sethrow991,1352572483,en,0.9187344,0.0752623,0.0060033314
2022-09-30 21:42:33+00:00,1575964341920485377,"The #UN 🇺🇳Security Council voted on a draft resolution that condemned the #Russian 🇷🇺annexation of four occupied regions in #Ukraine 🇺🇦

In favour: 10

Abstentions:  4 (China, Brazil, India, Gabon)

Against:  Russia (Veto)

The resolution was not adopted. #RussiaOutUN ❌ https://t.co/b1UHuYadYm",DanielS18352008,1458808876317483010,en,0.47161612,0.49350023,0.034883622
2022-09-30 21:41:06+00:00,1575963976965316608,I don;t want to lie cheat manipulate serve terriost for a living..     #un #ap #aclu #csulb https://t.co/MeuRY17g1y,sethrow991,1352572483,en,0.49654114,0.44448206,0.058976796
2022-09-30 21:40:27+00:00,1575963812934533120,People lying manipulating cheating serving white organize crime are our #America most vaulted citizens ... Its been hell man #UN #aclu #ap #Csulb,sethrow991,1352572483,en,0.9218191,0.073090784,0.005090227
2022-09-30 21:40:05+00:00,1575963721859739648,#India abstains on #UN resolution to condemn #Russia’s annexation of #Ukrainian land. Stunning https://t.co/qRL9DPdTeH,ValdPitti,1513978922848952331,en,0.760772,0.22570714,0.013520842
2022-09-30 21:39:15+00:00,1575963512018374657,This corrupt environment of greed selfishness delusion  hatred lying manipulating murdering corruption treason #Republicanparty #Media #Facebook white organize crime  in the name of #God it's not place for a human being.  #un #ap #aclu #csulb,sethrow991,1352572483,en,0.9648578,0.03258125,0.0025608768
2022-09-30 21:37:52+00:00,1575963163874336768,"#Ukraine #Russia #Putin #RussianBarbarians               #UN Security Council: #China, #India, #Brazil and #Gabon indirectly approve the illegal annexation of parts of Ukraine by force. https://t.co/tUITvNUGg1",putadelsultan2,1182680692091752449,en,0.5849605,0.3944529,0.020586573
2022-09-30 21:37:49+00:00,1575963149937016832,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#PONTIFEX 
#CopelandNetwork 
#UN 
#NATO 
#WSJ 
#NYSE
#California 
#RepMTG 
#RepBoebert 

The ""DEEP WATER HORIZON OIL SPILL"" was 5000ft deep and we had live video then.

Where is the Nord Stream video?",VeedusM,1253724540276035584,en,0.24143483,0.69672775,0.061837424
2022-09-30 21:35:57+00:00,1575962678404608000,It's been hell watching you greedy devils rape people this country the world my whole life claiming hod justice truth it's been hell man ... two faced devils #un #ap #aclu #csulb https://t.co/Yn93rVPu7X,sethrow991,1352572483,en,0.9682607,0.028928958,0.002810424
2022-09-30 21:34:22+00:00,1575962283208941568,It's been hell this last decades you corrupt Americans exploiting everything I did trying manipulate me make ne crazy it's been hell living along side racist terrorists thieves claiming truth justice democracy God.. thank God I'm not you . It's been hell  #un #ap #aclu #csulb,sethrow991,1352572483,en,0.9336577,0.06078896,0.0055533787
2022-09-30 21:33:19+00:00,1575962017680146432,The only differences between Hitler 1.0 &amp; Putler 2.0 is the former didn’t have social media in his propaganda toolkit! Both will be studied as master manipulators &amp; sore losers! #RussiaIsATerroristState #StandWithUkraine #SlavaUkrainii #RussiaIsANaziState #UkraineWillWin #UN https://t.co/ad1ld4jOD3 https://t.co/ZEBA8V4l7F,mitkowebsage,117198345,en,0.8394436,0.14824252,0.012313824
2022-09-30 21:33:12+00:00,1575961988626542592,"#ICAO membership is linked to #UN membership. meaning that #Taiwan and #Somaliland are not members of this organization. and of course this is the injustice that both countries have to fight for.
@Taiwan_SLD 
@Somaalilanders 
@MOFA_Taiwan 
@somalilandmfa 
@icao 
@TaiwanMilitary https://t.co/001S0s0PqS",SidayuDatuk,1218598168159371264,en,0.66317225,0.31382325,0.023004519
2022-09-30 21:32:29+00:00,1575961806295961600,@carlbildt Just kick russia out of #UN already. Enough of this clown play.,MiaTenni,1690187262,en,0.9041515,0.08759568,0.008252814
2022-09-30 21:31:28+00:00,1575961550497943552,"So as the annexation of most of Palestinian land. @antonioguterres 

#UN
#WesternHypocrisy https://t.co/2d2u2xUWGT",tranz_parency,199025028,en,0.79118735,0.1976554,0.011157274
2022-09-30 21:31:24+00:00,1575961536723439616,A parasite a cancer eating this planet alive like cancer eats through bones . Plante killer . Dirtiest sociopaths pigs we have ever suffered.  Two face devils most corrupt culture in the 21 century. White organized crime you are not of the #law . #un #ap #aclu #csulb https://t.co/2275yjs4Fr,sethrow991,1352572483,en,0.96944773,0.027385153,0.0031671207
2022-09-30 21:30:26+00:00,1575961292497485825,"Melissa Fleming, of the #UN Department of Global Communications team, says that through their partnership with #Google, they have been able to eliminate any opposing viewpoints from coming up when people search 'climate change' through the worlds most popular search engine. #WEF https://t.co/PVNR0P8HFJ",StoicAmerican,1463777100800962560,en,0.0049588582,0.12577544,0.86926574
2022-09-30 21:29:59+00:00,1575961176437010432,Two faced #republicanparty #media #Facebook devils dirtiest mass murdering thieves alive . #un #ap #aclu #csulb,sethrow991,1352572483,en,0.9260432,0.06836016,0.005596623
2022-09-30 21:29:48+00:00,1575961132833345537,"#India, #China, #Brazil Abstain From #UN Vote Condemning Russian Annexation
https://t.co/g49D9fLCpY 

#ukraine #ukrainewar #russia #donbassreferendum #boycottukraine #detentewithrussia",kevint905,960993497913241600,en,0.3242906,0.6391773,0.036532138
2022-09-30 21:28:53+00:00,1575960900644720640,"It's so cool that you abuse me for the world to see ...it's who you are .
 The truth #un #ap #aclu #csul https://t.co/2F2iMtUMTS",sethrow991,1352572483,en,0.35211733,0.37026042,0.27762222
2022-09-30 21:27:56+00:00,1575960663129628672,It's who you dirty people #republicanparty #media #Facebook are. White organized crime treason corruption mass murder its who you have always been . #un #ap #csulb #aclu https://t.co/9LGJGnlFny,sethrow991,1352572483,en,0.9307621,0.064805225,0.0044326237
2022-09-30 21:27:13+00:00,1575960481004924929,Toothless #UN can't be functional while cooperating with the lawless faction like the #TPLFTerroristGroup. https://t.co/aY13UbsHZn,AkiHabte,1366231387423072259,en,0.9120852,0.083434455,0.0044804453
2022-09-30 21:26:30+00:00,1575960301928792065,I hope you are offended its the only way to verifyyou AmericanSociopath thieves are reading your hatred and crimes against me .. #un #ap #aclu #csulb,sethrow991,1352572483,en,0.9432175,0.053221397,0.003561066
2022-09-30 21:25:22+00:00,1575960017739468800,If you think I care what abunch of terrorists liars cheaters manipulators thieves think say believe I'm not forced to suffer your culture of rape ..out of your minds man ...I use words you use bombs . #un #ap #aclu #csulb https://t.co/VROj2gLopz,sethrow991,1352572483,en,0.90963423,0.08459559,0.0057701794
2022-09-30 21:25:11+00:00,1575959972298469377,@UN_News_Centre #UN is a useless “money eating” organization,TotalFly,410601771,en,0.9307793,0.063039765,0.0061809854
2022-09-30 21:24:05+00:00,1575959693406613504,"@UN_News_Centre #UN is a useless organization, @antonioguterres",TotalFly,410601771,en,0.95474344,0.04064396,0.0046125753
2022-09-30 21:23:35+00:00,1575959569661980672,"@IuliiaMendel #UN you have no heart, you are cowards, no way Russia, who is killing, torture,  rap, kidnap ukraine people, destroy there land, they did nothing to deserve this,  should be on #UN or any council",pebbleas,532621162,en,0.97436213,0.023650853,0.0019870028
2022-09-30 21:23:26+00:00,1575959530315612160,The #UN and the world nations are silenced about #HazaraGenocide under the shadow of #Taliban in Afghanistan. #Pashtuns are responsible for the deliberate killings of Hazaras children. #Death_to_Taliban #StopHazaraGenocid https://t.co/c1nCxST51p,i_zadeh,517137480,en,0.90802455,0.08859307,0.0033822816
