Datetime,Tweet Id,Text,Username,User Id,Language
2023-02-01 23:57:00+00:00,1620934272294215681,"This plan is following  the #Rothschild s, plan for humanity planned in the 1700s', this also part of the evil communist #globalgoals2030  of the demonic #UN and of course the #GreatReset promoted by the #WEF.
https://t.co/s2vkWSn3NK
#NWOAgenda2030 #Canada",KaiserinEuropa,1601644980661063682,en
2023-02-01 23:50:44+00:00,1620932693675606016,"@Jim_Jordan @Jim_Jordan, do you know that it is the #UN and #WEF using the #catholicCharities NGO, and Bidens State Dept that are paying the migrants $15/hour to migrate and to protest?  They are using Walmarts in the US to pay them; Biden is facilitating human trafficking across the US!",SarahLawtonRN,1613939078348656640,en
2023-02-01 23:49:37+00:00,1620932413760102400,"UN experts laud International Olympic Committee for considering admission of Russian, Belarusian athletes. 

#un #humanrights #policy

https://t.co/jnhwh9DvZ1",RealChrisJaxon,1363538623,en
2023-02-01 23:46:01+00:00,1620931508113649667,"حق اور سچ کی آواز عمران ریاض خان @ImranRiazKhan 
#Pakistan under #facsim #Corrupt #pdm and #establishment #un #UNHCR #EUHaveYourSay https://t.co/ybcE2ThFDq",Raiskhanhk,2509708756,fa
2023-02-01 23:44:03+00:00,1620931014049792001,Washington Bookstore Carries Solving 9-11 #ChristopherBollyn https://t.co/fteqYbYXEl - #MiddleEast #UN #GenevaConventions #September11,Christo85227037,1542648717920051200,en
2023-02-01 23:41:09+00:00,1620930283066494977,"Russia's donation of its fertilizer to Malawi may never get to the farmers in time for planting season.
Does Russia really care? 
Our latest report on the #UN-led #BlackSeaGrain deal 
https://t.co/GhNO4ZRF8d",pass_blue,453639812,en
2023-02-01 23:32:06+00:00,1620928004095414277,"Jamaica ready to join international force in Haiti
#Haiti #jamaica #UN #unrest
https://t.co/nx6HE4gIMy",EagleNews,2164169846,en
2023-02-01 23:22:23+00:00,1620925561274269697,@elonmusk @LeighWolf Whoever controls the DNS servers controls our information. Didn’t Obama hand them over to the #UN before leaving office?,fishdaddy8,1083443160901173248,en
2023-02-01 23:09:38+00:00,1620922349376925696,"According to a #UN statement, the expert will visit Washington and subsequently the infamous detention facility at the US naval base #Guantanamo Bay, #Cuba, adding that the visit will take place ""between February 6 and 14."" https://t.co/6VBiyzcljp",Filomen03258997,967746907413073921,en
2023-02-01 22:54:41+00:00,1620918591054036992,"@REVMAXXING NO actually #UN is and that is the secret we do not want to come to grips with 

#WEF 
#WHO
#NATO 

are the implementers - all the evil starts and stops at the #UN  
That is the head of the snake and until it is audited and dismantled the world is not safe 

#DeFundUN",AdlerJoelle,1391323933333463042,en
2023-02-01 22:49:06+00:00,1620917185794416642,"Grateful to @PASPFernandez for meeting with #UN ambassadors this morning. We had a rich discussion on sustainable regular funding for the #ICC, vetting processes for elected officials, responding to political attacks, and revising/fixing the #CrimeOfAggression amendments. https://t.co/zA2kY2skXT",LiechtensteinUN,1364541672,en
2023-02-01 22:45:52+00:00,1620916369528336384,Antarctica hasn’t warmed in 70 years despite rising CO2 levels; climate scientists baffled https://t.co/Md5pTObJos #globalwarming #climatechange #ClimateEmergency #wef #un #antarctica #co2 #sealevel,Cyane24017402,1519549270537478150,en
2023-02-01 22:45:34+00:00,1620916296266448896,Veto #Russia's #UN veto https://t.co/RpTqHzJx4Y,thwidder,213878611,und
2023-02-01 22:41:22+00:00,1620915237279989760,Congratulations to @AminataMaiga20 for her #Nomination #RC #UN #Senegal https://t.co/ew8bom5Ehr,katleenfelix,20606739,en
2023-02-01 22:36:06+00:00,1620913913985630208,"@SecBlinken You are the problem. You support #Apartheid you block #UN with #veto you support and are the backbone of #NaziZionist you who is responsible of killing millions of civilians around the world. Cough cough #Iraq, #Yemen #Syria etc.. https://t.co/8JPK0QuDqi",zeespall,2727425217,en
2023-02-01 22:32:27+00:00,1620912995466416130,"#الحرية_للسنكيس ولكافة #معتقلي_الرأي في السجون الخليفية #السعودية 

#FreeAlsingace ✌️
#Release_Bahraini_Political_Prisoners 
#jau_prison #UN 
#FreeAllPoliticalPrisoners 
#No2natoNo2war https://t.co/jClEShTg9M https://t.co/TKFJDVyfkk",lulua_b,395444489,ar
2023-02-01 22:31:56+00:00,1620912863920680960,historical moment at #UN #SecurityCouncil 🇺🇳 https://t.co/rO3lBG2OIx,augustinasiman,214594847,en
2023-02-01 22:29:58+00:00,1620912368363474945,"Revive and restore wetlands, home to 40 per cent of all biodiversity.

#un #climatechange #policy

https://t.co/yjZbdbgnT6",RealChrisJaxon,1363538623,en
2023-02-01 22:27:31+00:00,1620911753604304896,"#UN weather agency, @WMO, is working to create a better greenhouse gas monitoring system to better take the #ClimateEmergency

#ThisIsUN
https://t.co/eeflFt2V07",official_IHRD,1424572524386525186,en
2023-02-01 22:23:12+00:00,1620910664901607425,トワノクオン 第1章 冒頭 https://t.co/A2CmkxZtVf #SCAPIN #特命全権大使 #飯田馬之介 #川元利浩 #川井憲次 #白石涼子 #名塚佳織 #特命全権副大使 #中田讓治 #三木眞一郎 #寿美菜子 #水星の皇帝陛下 #地球上陸作戦103 #全宇宙総会 #敵国条項 #拒否権 #六者会合 #UN #NSA #TOC条約 #SDGs #核実験 #明仁,Hiaka3,820986638,ja
2023-02-01 22:21:08+00:00,1620910147055894531,"Five ESG trends to Expect in 2023 and Beyond

by RCR Wireless News

 #esginvesting #ESG #water #sustainability #netzero #5G #socialimpact #UN https://t.co/hRsHcWEBBX",dsteketee97,59214911,en
2023-02-01 22:12:10+00:00,1620907888284942342,"""C'è un pacco per lei"". Truffatori entrano in casa e pestano un'anziana di 96 anni #un #""C'è #pacco #lei"". #per 🗞️🤓👉 https://t.co/Mf0zzVkR3n",andreastoolbox,874516567,it
2023-02-01 22:09:37+00:00,1620907245709021185,"According to a #UN statement, the expert will visit Washington and subsequently the infamous detention facility at the US naval base #Guantanamo Bay, #Cuba, adding that the visit will take place ""between February 6 and 14."" https://t.co/B8pVU0GRKB",MayadeenEnglish,1295405245011460096,en
2023-02-01 22:07:30+00:00,1620906714727071747,富野由悠季2-2 https://t.co/OzkZCTtqiH #SCAPIN #特命全権大使 #大森秀敏 #内田健二 #田中公平 #大河内一楼 #西村キヌ #山根公利 #安田朗 #川口佳高 #湯川淳 #森邦宏 #山口晋 #重田敦司 #中田栄治 #水星の皇帝陛下 #地球上陸作戦103 #全宇宙総会 #敵国条項 #拒否権 #六者会合 #UN #NSA #TOC条約 #SDGs,Hiaka3,820986638,ja
2023-02-01 22:04:30+00:00,1620905960696070155,富野由悠季1-2 https://t.co/KsnCuANla1 #SCAPIN #特命全権大使 #子安武人 #富野由悠季 #富野アカリ #富野幸緒 #野島裕史 #吉田健一 #千羽由利子 #丸山由紀子 #水星の皇帝陛下 #地球上陸作戦103 #全宇宙総会 #敵国条項 #拒否権 #六者会合 #UN #NSA #SDGs #TOC条約 #爆笑問題 #宇宙ステーション #天宮,Hiaka3,820986638,ja
2023-02-01 22:00:27+00:00,1620904940209315840,"Royal Serbian army- #ww1
January1916-2023
Island Vido,#Corfu
≈10.000 deaths
Poem-""Blue Tomb""
""Imperial Galleys Stop!"" 
https://t.co/PJPjBr3O2L
#Belgrade #Serbia 🇷🇸
#Tokyo #Moscow #Roma #Berlin #Wien #Zürich #Athens #Paris #EU #UN #London #Chicago #NYC #Washington #Miami #Sydney",pegiobelgrade11,1586746717210386432,en
2023-02-01 21:57:12+00:00,1620904120990470147,"👆(as Kislitsa clearly pointed out), the beginning of all these sad events in 1991, during the annexation of the USSR's seat to the #UN and the UN Security Council.👇
#UkraineWillWin",DenisDanilovL,1500747349852835841,en
2023-02-01 21:53:46+00:00,1620903259333595137,"🇺🇸 That's how the police
Arkansas (USA) explaining
the kid how to behave when
and warns him about that anything he says will now be used against him in a court of law. 
That's democracy.😠 
#News #Newstoday #EU #UN #US #USA #America #NYT #Europe #Arkansas https://t.co/CtaES9nB9H",baysarov85,1561420458951675905,en
2023-02-01 21:52:37+00:00,1620902967904989185,"オーバーマン キングゲイナー
https://t.co/x2MoDyWrxy #SCAPIN #特命全権大使 #大森秀敏 #内田健二 #田中公平 #大河内一楼 #西村キヌ #山根公利 #安田朗 #川口佳高 #湯川淳 #森邦宏 #山口晋 #重田敦司 #中田栄治 #水星の皇帝陛下 #全宇宙総会 #敵国条項 #拒否権 #六者会合 #UN #NSA #TOC条約 #SDGs",Hiaka3,820986638,ja
2023-02-01 21:49:21+00:00,1620902149025853440,オーバーマン キングゲイナー https://t.co/x2MoDyWrxy #水星の皇帝陛下 #SCAPIN #特命全権大使 #子安武人 #富野由悠季 #富野アカリ #富野幸緒 #野島裕史 #吉田健一 #千羽由利子 #丸山由紀子 #地球上陸作戦103 #全宇宙総会 #敵国条項 #拒否権 #六者会合 #UN #NSA #核実験 #SDGs #TOC条約 #NATO #D10,Hiaka3,820986638,ja
2023-02-01 21:46:08+00:00,1620901336538841089,"🇬🇧 in the center of London is the biggest strike: because of inflation.
half a million people are demanding
for inflation, half a million people are demanding a pay rise.
the current payments are not enough to cover basic necessities. #News #Newstoday #Britain #London #EU #UN #US https://t.co/5WqQdVjNgE",baysarov85,1561420458951675905,en
2023-02-01 21:46:07+00:00,1620901335716753409,"#WEF #UN #EPA
Globalists are partnering with chemical companies to emasculate the male population, and depopulate us.
It's a silent war and at the moment, they are close to winning it. Men need to step up.

Main video from @SlaydenJeremy 🙏🏿 (re-edited for wide-screen) https://t.co/l95qEdLs9S",nada88564211,1567491510223998977,en
2023-02-01 21:43:51+00:00,1620900764322529280,"@valeriegale88 @AngusMemes4 #MassMigration from the global south to the north should, according to the I.P.C.C, be Carbon-ageddon for the Arctic according  are #Trudeau andthe #UN endorsing it?
Because #Trudeau and #UnitedNations are lying. https://t.co/BZHrYhjfDq",MedakGunner,1573048745863831571,en
2023-02-01 21:41:45+00:00,1620900234783072281,"It would be nice if this can happen in Sri Lanka as well, soon - fingers crossed! #RW_UNP #UN #amneztyinternatonal #UNHRC #mahindarajapaksa @SenateDems https://t.co/Ecvdd64Xyo",JasonTrueman11,1522967174897451009,en
2023-02-01 21:38:24+00:00,1620899390528565248,@UNEP The #UN is full of misinformation and disinformation,BigG_X_,836010863903416320,en
2023-02-01 21:34:30+00:00,1620898411896766464,@fire_starter457 @BPUnion at various levels for a variety of reasons. #UN #Agenda2030 #GreatReset #WEF,Watcheronthew15,1372443285231394817,en
2023-02-01 21:32:54+00:00,1620898009310691328,"#UK, #UKpolitics, #USA, #USpolitics, #Canada, #CanadaVisa, #Auspol, #Auspol2023, #NZpol, #NewZealand, 
#asia

#UN, #television https://t.co/PQ0TE8VMsz",I_fwd_w_politic,1172706504966688770,und
2023-02-01 21:31:21+00:00,1620897617717911552,2000~2001年 https://t.co/TdKjeqSboT #SCAPIN #特命全権大使 #押井守 #櫻井孝宏 #内田健二 #米たにヨシトモ #谷口悟朗 #マフィア梶田 #中村悠一 #水星の皇帝陛下 #地球上陸作戦103 #全宇宙総会 #敵国条項 #拒否権 #UN #NSA #核合意 #TOC条約 #鈴村健一 #明仁 #SDGs #宇宙ステーション #天宮 #浅沼誠,Hiaka3,820986638,ja
2023-02-01 21:23:52+00:00,1620895734425059328,I also underlined the importance of intensifying efforts to make the necessary reforms to #IFIs &amp; the int’l financial architecture to support efforts to tackle the current debt crisis facing developing countries &amp; promoting inclusive &amp; effective int’l tax cooperation at the #UN. https://t.co/H9eWJRP2vz,EgyptPRNewYork,1064111363788890114,en
2023-02-01 21:23:36+00:00,1620895666162794496,@Limobaiy #SlavaUkraïni #ArmUkraineNow #StopRussiaNow #StopPutinNOW #UN https://t.co/bparH3apwv,Aggregat11,1096050257924898816,qme
2023-02-01 21:23:23+00:00,1620895613964673025,#russiaisateroriststate #UN #Macron #OlafScholz #POTUS https://t.co/xffJfBRMRr,StepanZavalnyi,2371987140,qht
2023-02-01 21:19:49+00:00,1620894716408782850,#NATO #BidenAdministration #UN https://t.co/cfOdPd4s0p,ganna_prykhodko,1538906199734767617,qht
2023-02-01 21:18:55+00:00,1620894489199120385,"@UNPOL Adviser, Commr. Shahkar had a productive discussion with @UNODCNewYork Representative Ms. Delphine Schantz to advance joint priorities, such as the #UN Inter-Agency Task Force on Policing, co-chaired by @UNODC and @UNPeacekeeping, and police training. #PK75 https://t.co/p40K8bm6JN",UNPOL,1400819095,en
2023-02-01 21:18:51+00:00,1620894471885062146,#Ukraine #USA #UN #EU #F1 https://t.co/1kjPmRjXsw,zatohin,1226895526207131649,qht
2023-02-01 21:12:40+00:00,1620892914246361088,"地球上陸作戦の真相40...
(#ガイア・ギア #無限月詠 #衛星交換) 
#NARUTO #全天21 #復活のルルーシュ #織田信長 #SCAPIN #SAC2045 #宇宙要塞 #宇宙戦艦 #特命全権大使 #水星の皇帝陛下 #レミングシステム #地球上陸作戦103 #全宇宙総会 #敵国条項 #六者会合 #UN #NSA #火球 #宇宙ステーション2隻交換 https://t.co/rRr7DwPiz7",Hiaka3,820986638,ja
2023-02-01 21:11:43+00:00,1620892676710346752,"地球上陸作戦の真相39...
(#ガイア・ギア #無限月詠 #衛星交換) 
#NARUTO #全天21 #復活のルルーシュ #織田信長 #SCAPIN #SAC2045 #宇宙要塞 #宇宙戦艦 #特命全権大使 #水星の皇帝陛下 #レミングシステム #地球上陸作戦103 #全宇宙総会 #敵国条項 #六者会合 #UN #NSA #火球 #宇宙ステーション2隻交換 https://t.co/nRvF6go15W",Hiaka3,820986638,ja
2023-02-01 21:06:01+00:00,1620891241390145536,"NEVER VOTE for #UnitedNations hacks.

United Nations - &amp; it's agency #WorldHealthOrganization - have values antithetical to the US #Constitution.

#WeThePeople must demand #Congress evict the #UN &amp; all of its agencies from US soil &amp; stop giving them OUR #tax #money.

#NikkiHaley https://t.co/N0ycuVK4ZC",usaacey,1591840761296871424,en
2023-02-01 21:04:34+00:00,1620890877198733312,"フィリピンって　刑務所の中で携帯電話を自由に使えるの？
刑務所の中で自由に携帯を使える国家って　世界にどのぐらいあるの？

#asean #国会 #un",tozaki04,960831772983349248,ja
2023-02-01 21:03:27+00:00,1620890594884341760,"Un posto al sole, trame settimanali al 10 febbraio: Niko pensa a Susanna e allontana Manu #posto #Un #al #trame #sole, 🗞️🤓👉 https://t.co/WLUccKdnr2",andreastoolbox,874516567,it
2023-02-01 20:59:52+00:00,1620889695566827520,"Cyprus 🇨🇾 is proud to be part of the @UN Honor Roll of 25 Member States who have so far paid their 2023 contributions to the regular budget in full and on time

Predictable and timely payments are important in supporting the work of the #UN.

Full list⤵️
https://t.co/7kk2aQDRP4 https://t.co/DF2raEpCcG",AHadjichrysanth,1374159178026135560,en
2023-02-01 20:53:38+00:00,1620888126892965889,"A press release today quoted two UN experts as urging the IOC to ""ensure non-discrimination against athletes based on their nationality"".

Backing from the UN?

Now the discrimination is used. That is disgusting.

#IOC 
#UN",andreasholger22,1500596400974880772,en
2023-02-01 20:50:18+00:00,1620887288019582977,"#US #UK #UN is so focused on Nigerian shambolic elections without remembering the word like ""human rights"" of MNK.

Nobody should blame IPOB or mention any useless human rights.

#FreeMaziNnamdiKanuNow",Biafra_1st_Son,1454066786194927620,en
2023-02-01 20:50:17+00:00,1620887282076246020,"To #UN and #international communities Deliberate genocide, mass civilian forced displacement, land confiscation is committed against Hazaras throughout history &amp; continues to this date, it must be seen &amp; acknowledged. World must look at it with open eyes .
#StopHazaraGenocide‌",mhdieh_rs,1375923791612772353,en
