Datetime,Tweet Id,Text,Username,User Id,Language,Negative,Neutral,Positive
2021-05-30 23:56:50+00:00,1399152857920724993,"Afewerki, an enemy of# Eritrea and of the State of Eritrea, is a term that does not accurately describe dictatorship (d). How Isaias Afewerki, Eritrea 's foreign enemy, has been and continues to commit public and national crimes,#Eritrean #UN , https://t.co/VCiWJ1aQfa",HaileFisum,1367110213598400515,en,0.95141155,0.04649108,0.0020973163
2021-05-30 23:52:12+00:00,1399151688657874945,"@fadel_ayah You mean the #descendents of #Arab #Muslims who came from #Arabia in 7th century &amp; #conquered #Israel and brought #settlers &amp; #transferred #Jews from #Jerusalem etc. Accept #UN vote for Israel in 1947. Sit in #peace side by side. #Live, #flourish. #Bless and be blessed.",JudithJerusalem,957753432,en,0.12360281,0.64749175,0.22890541
2021-05-30 23:48:41+00:00,1399150802992877570,"@fadel_ayah Nice art, but #Elaksa is built on the #Holiest place for the #Jews where #BeitalMikdash, Alkuds - the #1st &amp; 2nd Holy #Temples stood before #Babilon and then #Greece #conquered #Jerusalem #Israel &amp; #exiled many Jews, long before #Arabs came from Arabia. Accept vote of #UN in 1947",JudithJerusalem,957753432,en,0.11792018,0.6499517,0.23212816
2021-05-30 23:42:15+00:00,1399149185396625409,@fadel_ayah Show full #videos. #Rome changed the name of #Israel. #Arabs #conquered the land. They r the #colonists. #Jews came back from #exile. #Accept this. Both sit #peacefully and #flourish. Stop #attacking as #UN voted in 1947. Learn #history of #MiddleEast.,JudithJerusalem,957753432,en,0.54581946,0.41171694,0.042463675
2021-05-30 23:40:05+00:00,1399148641168855041,"I have been talking to Israeli hardliners who think you are #antisemitic if you listen to the concerns of #HumanRightsWatch, #Amnestyinternational  , #DoctorsWithoutBoarders and the #UN. I think making such a claim causes the argument of #antisemitism to loose its value.",ShiVEGAN,1334653426656026630,en,0.791099,0.1984812,0.010419613
2021-05-30 23:34:06+00:00,1399147135006691328,"The best form of #giving is creating opportunities. 
#UN #SDG 
https://t.co/tXGvNwazER",SamisaA,15401287,en,0.0045618545,0.13998272,0.8554554
2021-05-30 23:33:07+00:00,1399146888499281923,"What a Powerful thread, a must read. #israel #USA #US #UK #UN #Zionism #trendingnews #politics #trendingpolitics # https://t.co/nTG5ta8yFI",ZinabAwad4,1392265926356180993,en,0.013257863,0.22995804,0.75678414
2021-05-30 23:26:58+00:00,1399145338926153730,"Ethiopian Patriarch Abune Mathias said, ""I am  not clear why they want to declare genocide on the people of Tigray. I do not know why they want to wipe the people of Tigray from the surface of the earth."" 
#TigrayGenocide #TigrayFamine #Potus #VP #Pontifex #Oprah #SecBlinken #UN https://t.co/SPcJUVmA2A",Jesuswillnever2,1360041578333671424,en,0.89076805,0.10488213,0.0043496317
2021-05-30 23:23:05+00:00,1399144362701987842,The celebration commemorates one year since his death. #GeorgeFloyd #hrw #UNICEF #UNESCO #UN #ACLU ⁦#democracynow⁩ ... https://t.co/iOCFUJ2aZi,EligioAwiizotl,214256893,en,0.010688176,0.37585914,0.6134526
2021-05-30 23:20:35+00:00,1399143731207544842,"TO THE #UN #UNICEF #WHO ALL FEARFULL UNIFICATIONS WHO SAID NOTHING FOR WHAT ZIONIST ISREAL DURING MONTH MAY! 
WHERE IS HUMANITY RIGHTS! EDUCATION RIGHTS!CHILDREN RIGHTS! ARE YOUR MOUTHS KNITTED! OO I SEE YOU ARE AFRAIDING FROM #ZIONISTISRAEL ! 
SO NEVER SAY ME LIE ANYMORE! I SAW",pratik_isler,1073589376981106688,en,0.8915134,0.100018956,0.008467535
2021-05-30 23:17:37+00:00,1399142987536519171,"@Twitter #freePalestine 🇵🇸❤️  #supportpalestine #humanity #humanrights #UN I will support for free Palestine till last breath of my life ,🇵🇸🇮🇳💔😢😢 https://t.co/drAu19FeUZ",AbbasGodhra,1396579427509755912,en,0.08150848,0.35284537,0.5656461
2021-05-30 22:58:21+00:00,1399138137218113538,"But they won't demand that Krishna Bahadur's jeewanu discovery be admitted along with Louis Pasteur's plagiarism of Antoine Bechamp's microzymas, any more than North Korea will admit what they did with Kim Bong Han or all his research on Kyungrak.
#UN #SecurityCouncil is a #fraud https://t.co/80RI4EJIEx",o0ned,195579611,en,0.7604801,0.22960204,0.00991795
2021-05-30 22:54:26+00:00,1399137154337591298,"Day 3826 of the Unlawful &amp; Arbitrary Detention of WikiLeaks Publisher &amp; Multi-Award Winning Journalist Julian Assange in the UK

#UK, respect the #UN rulings, #StopTheShowTrial and
#FreeAssangeNOW!
https://t.co/i0Co0j1euw
https://t.co/Swv1Y1BaTa
#FreeAssange #WeAreAllAssange https://t.co/NC444yNX1J",darthhatter00,846896614073556992,en,0.3928525,0.5546231,0.052524373
2021-05-30 22:54:17+00:00,1399137114927861768,"#Iran #Presstv #Hezbollah #Syria #IRGC #Russia #France #Germany #UN #EU #UK #US #UAE #bahrain #Australia #Austria #Egypt #lebanon #Turkey #IRGC #Israel 
Cowered #terrorist #Hamas hiding behind children and as so making them  Military object and human shield 
This is their tactic https://t.co/zjIzxbXSiq",Mogelgogel,312977871,en,0.6908022,0.2939575,0.015240292
2021-05-30 22:52:43+00:00,1399136721367863307,#Geneva Support Group calls on #UN to look into #HumanRights issue in #occupied #WesternSahara. https://t.co/O0v9hsQaHD,WSahara1,4919824829,en,0.14162369,0.82017046,0.03820584
2021-05-30 22:46:14+00:00,1399135089318141953,The WORLD under the umbrella #UN is closing eyes on the Evil &amp; Inhumanity of #ZooNigeria Government against #Biafrans. This unholy #SILENCE is a Conspiracy.  Our defefence ìs now our sole Responsibility. https://t.co/L9E9v58wHE,IheanetuOkey,1273326844813676552,en,0.88437915,0.10850638,0.007114668
2021-05-30 22:39:04+00:00,1399133285385752577,#UN chief calls for global partnership for green growth https://t.co/joz7raxKnb,nation_rw,1235492596971077632,en,0.0082583325,0.5714511,0.42029062
2021-05-30 22:27:15+00:00,1399130312278302724,The #UN has No business flying flags in #Canada - We are still a sovereign nation regardless of what @JustinTrudeau says... We are #NotAPostNationalState https://t.co/GOAfc0Hagj,westcoastgirl1,1035700711,en,0.39296675,0.52215105,0.084882215
2021-05-30 22:16:03+00:00,1399127492502380550,@UNWatch Boycott the #UN @UN @UNHumanRights ! It’s a bastard ‘institution’ corrupted by #CCPChina The free world must stand together @ABlinken @EmmanuelMacron @MarisePayne @DominicRaab @JustinTrudeau @sugawitter @moonriver365 @TheBlueHouseENG #HongKong https://t.co/Xp3YKZvg9E,Jamess993,1253868672407556106,en,0.8436747,0.14196767,0.0143576665
2021-05-30 21:56:10+00:00,1399122488152543241,"Thanks to #UN peacekeepers for commitment and courage in promoting #peace and #security, especially under challenging circumstances #COVID19 #PeacekeepersDay",LiechtensteinUN,1364541672,en,0.0034733152,0.073083214,0.9234435
2021-05-30 21:56:09+00:00,1399122482825736197,#UN Secretary-General #AntonioGuterres on Sunday called for a global partnership to tackle #climate change and strive toward inclusive green growth. https://t.co/1pmv7HjaZB,ians_india,141584822,en,0.0060822605,0.44529775,0.5486201
2021-05-30 21:55:26+00:00,1399122306270740487,"Don't disturb our country Eritrea.and don't disturb our african leader .yes we ar her  for standing for all against evil People.
#EritreaPrevails
    #EritreaShinesAt30
    #TplfLies
    #EU #US #UN @POTUS https://t.co/D31UYhtghC",MEKETEN2,1256919781225234433,en,0.38889155,0.49909097,0.11201738
2021-05-30 21:53:15+00:00,1399121753193000963,@davidaxelrod That corrupt PM &amp; war criminal &amp; his ulrta-right party have been killing Palestinians indiscriminately 4 decades.The #US #government has their blood on its hands too for selling those arms &amp; vetoing all #UN resolutions against #IsraelApartheid. Shame on #US. But I see no change.,alexnouriauthor,3657096149,en,0.9562915,0.040954936,0.002753607
2021-05-30 21:50:01+00:00,1399120943000195074,#UN agency official apologises over comments on Gaza attacks https://t.co/1y1iNX8cjE,MiddleEastMnt,81136269,en,0.18401961,0.77783024,0.038150057
2021-05-30 21:44:20+00:00,1399119510611824643,"@shejae3a @TYPE13th An Israeli army jeep RUNS OVER A CHILD in the town of Ras al-Amud, Jerusalem, for having a small Palestinian flag on His bike.       #Humanity #IsraelTerrorism #FreePalestine #فلسطين #SaveSheikhJarrah #SaveJerusalem #UN #Anonymous #HumansAreNotShields #Human",may38633953,1202328379044880386,en,0.8467063,0.14372173,0.009572024
2021-05-30 21:40:25+00:00,1399118526733033475,"To every USA veteran and their family, you have so much to be proud of.  Thank you for safeguarding our global freedoms for decades.  We, are free and alive because of you.  We have the #UN #WHO #WTO #IMF #WorldBank #USFederalReserve because of you: https://t.co/pzxoLgJS03",MarieLo10910105,1323342447418740737,en,0.0038549681,0.047895547,0.9482496
2021-05-30 21:39:48+00:00,1399118370541211649,"Wake up, the conscience of the whole world ◢◤

@UN
#Independence4Palestine
#StandUp4Palestine
#RealAutonomy4🇵🇸

At least 70.5% of #UN' member states have expressed their willingness to recognize Palestine as an #Official_State ➡ https://t.co/fdEicLnvFA
Jan. 15, 2017/Al Jazeera https://t.co/7ZCUJPMPbW",178kakapo,297242407,en,0.041508924,0.6511816,0.30730945
2021-05-30 21:37:15+00:00,1399117728988884995,What a clic ! #UN #unitednationuseless https://t.co/mmDvhle7VU,uddin_nibras,1388961172427317252,en,0.83390784,0.14714348,0.018948706
2021-05-30 21:24:11+00:00,1399114439400566786,"@Biafrabueze @NkemdiMary To avoid another genocide, the so called #UN should step in to facilitate #BiafraExit .",chinyeakahenry1,1311602023545147393,en,0.35212886,0.6099906,0.037880592
2021-05-30 21:20:25+00:00,1399113490976157697,The Zionist #Israel not just stealing Palestinian houses and land they also try to wipe the history here ! They think the people gonna forget the #history ? #StopIsraeliTerrorism #UNESCO #UN #FreePalestine https://t.co/AVlz6jtQgD,days26737,885539673686376450,en,0.88541406,0.1083777,0.0062080957
2021-05-30 21:15:14+00:00,1399112185847103489,Watch the video. #USA #UK #EU #UN #SaveSheikhJarrah #SaveSilwan https://t.co/CMwcnC5DCJ,aharring,16960028,en,0.067031644,0.81296146,0.12000682
2021-05-30 21:11:03+00:00,1399111133135519753,@RamiKhouri Show full #videos. #Rome changed the name of #Israel. #Arabs #conquered the land. They r the #colonists. #Jews came back from #exile. #Accept this. Both sit #peacefully and #flourish. Stop #attacking as #UN voted in 1947. Learn #history of #MiddleEast.,JudithJerusalem,957753432,en,0.54581946,0.41171694,0.042463675
2021-05-30 21:07:47+00:00,1399110315028238343,"plaguing our world, join me and 999 other International Delegates in our Journey to make this world a better place.
#ArabYouthMUN #AYIMUN #UnitedNations #UN #modelunitednations #mun #dubaimun #internationalmun #internationalconference #globalizon #exploreasia #worldyouthnetwork",Prince_Almalki,1051607503061049344,en,0.005557245,0.25225785,0.742185
2021-05-30 20:59:14+00:00,1399108159650816004,"God have mercy on Nigeria #AfricanUnion
#UN https://t.co/j34qahfWBh",GRAMZ_UNRULLY,1078078919998402562,en,0.1060804,0.63619965,0.25771996
2021-05-30 20:53:24+00:00,1399106693498163201,#2021年5月2日 #人工衛星 #AI #IoT #量子コンピュータ #電磁波攻撃 #サイバー攻撃 #集団ストーカーの加害行為による被害 #突然死狙い #目 #脊髄 #健康被害 #IJOP #社会保険審査会 #日本国憲法 #UN Charter #強制労働廃止条約 #北京議定書 #NSC #NATO #六者会合 #ISS #HBTSS #ECHELON #OSINT #SAR衛星 https://t.co/hpq7AodHiL,Hiaka3,820986638,en,0.16523325,0.79380864,0.04095806
2021-05-30 20:48:18+00:00,1399105409504342017,"What is/was principles of #UN in 1945. Assumed 2 assist s nation by nation upon requesting. But nowadays it changed that any state @USUN @POTUS assisting terrorists like #TplfTerroristGroup; &amp; interfere z dignities of ppl &amp; nation. 

{What is z role of “UN”} https://t.co/p0ZTswI2qH",Ghermai5,4897948932,en,0.41271803,0.5556768,0.03160501
2021-05-30 20:44:28+00:00,1399104443468156940,"A rogue killer #drone 'hunted down' a human target without being instructed to, #UN report says https://t.co/YDzEgQNVbr via @BusinessInsider  #regulation",LJBrouwers,194149930,en,0.77042615,0.2228795,0.006694438
2021-05-30 20:31:43+00:00,1399101235974770691,"Curious what this will lead to. #UN #extractives

At the UN last week, Secretary-General António Guterres invited Member States and others to create a UN-hosted Working Group on Extractive Industries to help transform the sector.

https://t.co/gS0NkKZqBH",hilldanr,857647344069869568,en,0.07375603,0.7779471,0.1482967
