Datetime,Tweet Id,Text,Username,User Id,Language
2022-05-07 23:52:39+00:00,1523088454384422913,#NothingElseMatters #EU #UN #RuKidding me?!? SIXYearsAgo innocent Young Promissing Talents died at the borders of ur invented borders!!! #PleaseChance A Syrian Refugee Shared His Struggle To Reach Europe In Real-Time On WhatsApp https://t.co/qdk0xrhP1a via @RossalynWarren,dysvanoostrom,1515895173204619270,en
2022-05-07 23:46:30+00:00,1523086906267160576,"#hottopic
#US
#americagovernment
#laws
#lawyers
#EU
#NATO
#UN
#globalnews",l_lucky1,1466685942329012225,und
2022-05-07 23:42:02+00:00,1523085781904297984,#powertoyourmouth #UN Unlike Iranians Hindus used #democracy for revolution #HinduRevolution https://t.co/P4IfvHxbeJ https://t.co/Zjd5D5Cjv2,TopMostShop,718130220746846208,en
2022-05-07 23:35:39+00:00,1523084175523606529,"#DidYouKnow 👀: According to the #UN 🇺🇳, global food systems are responsible for 80% of deforestation🌳, 70% of freshwater use💧 and the main cause of terrestrial biodiversity loss🐵? (1).",ihrlegal,1331618502671732742,en
2022-05-07 23:34:36+00:00,1523083911697342464,A great trip to Matta Village where @UNDPsuriname is supporting #skills training and #livelihoods development for #Indigenous and #Tribal women.  They have made beautiful cloth face masks.  #UN #SDG #LNOB https://t.co/U3xaAJgFyz,MargaretJonesW1,1229839698887090176,en
2022-05-07 23:32:52+00:00,1523083473572954113,"@KyivIndependent @UROCKlive1 What is the point of the #GenevaConvention , #UN or #ICC if states like #Russia continue to act with impunity in the targeting of civilians and forced deportations? #StopRussia",greg_cu,1353202078873653250,en
2022-05-07 23:31:49+00:00,1523083211240181761,"The #UN Security Council, including Russia, on Friday expressed ""deep concern regarding the maintenance of peace and security of #Ukraine"".
https://t.co/X1rkZaNPGh",ILA_Canada,2983151062,en
2022-05-07 23:30:04+00:00,1523082770490490880,"""Filtration"" has an ominous sound.  It is time for the #UN, the #EU, and all honorable countries to make a statement that Russian crimes against civilians is a declaration of war on all of humanity and will be addressed with immediate military intervention. #Ukraine 💪🇺🇦 https://t.co/XRkL7kyPzO",preemptivepetro,1260605432764252160,en
2022-05-07 23:27:10+00:00,1523082041721458689,"Civilians evacuated from #Mariupol tell of #Russian #filtrationcamps, survival, death - Despite #UN acting as an intermediary for evac, people still had to pass Russian filtration camps. Civilians from #Azovstal were accompanied by #Ukrainian soldiers …  https://t.co/hBGWPvNm2y",April_Shorty_,1462117768229048323,en
2022-05-07 23:20:54+00:00,1523080463899783168,"Opera House, onde eram realizadas as plenárias da Conferência de São Francisco, culminando com a adoção da Carta da ONU em 1945.

Como era e como está hoje.

🇺🇳 #UN #ONU #UnitedNations https://t.co/cfrYAQe4Ke",EgarciaVirtual,1486009466,pt
2022-05-07 23:18:22+00:00,1523079823693729792,"UN Security Council
Non-executive board member
India
United Arab Emirates
Albania
Norway
Ireland
Gabon
Ghana
Kenya
Mexico
Brazil

#UN #UnitedNations #SecurityCouncil #NonexecutiveBoardMember https://t.co/k06SGdfCk2",fns124,262855524,en
2022-05-07 23:18:20+00:00,1523079817368768512,"@XrPimpin So seriously.. why are the Chinese continuing with this pathetic charade? Is it just to cause globally destabilisation? Are they in cohorts with the #WHO for more global power? #CCP #COVID19 #poorshow #UN 
#PlannedDemic",Vox_Dog,123515675,en
2022-05-07 23:15:31+00:00,1523079106669289475,"@ktmandi367 Das ist alles, was wir wissen müssen.

Raus aus der EU.
Raus aus der WHO.
Raus aus den UN.

Trump hatte recht. #Mafia #UN #WHO #EU #WEF",KarlderGroe18,1507082599444975620,de
2022-05-07 23:12:52+00:00,1523078441125376001,"⚡️ゼレンスキー大統領：当局はアゾフスタルで負傷した兵士と衛生兵の避難を準備している

国連、赤十字国際委員会とともに、ウクライナ当局は、負傷した兵士、衛生兵、残存軍人を避難させる計画を立てている

#Azovstal #evacuation #Ukraine #Zelensky #UN #ICRC #Soldiers https://t.co/c2b9VLEpsY",h_Jasmine_m,1049869742658543618,ja
2022-05-07 23:11:37+00:00,1523078126917779456,Te bitter truth #UN https://t.co/1tYSZmaOMK,japanologyplus,1393685029465649152,en
2022-05-07 22:54:03+00:00,1523073706683408384,"#UN DGACM: INTERPRETER, FRENCH  [Temporary] - Public Information and Conference | Closing: 2022-05-12 https://t.co/8esGribB6n #jobs",UNJobList_DL,233596271,en
2022-05-07 22:54:03+00:00,1523073704510431232,"#UN DGACM: INTERPRETER, FRENCH  [Temporary] - Public Information and Conference Manage | In: NEW YORK https://t.co/JqmBzDf8ob #jobs",UNJobList_DS,233407792,en
2022-05-07 22:54:02+00:00,1523073702224531456,"#UN DGACM: INTERPRETER, FRENCH  [Temporary] - Public Information and Conference Management | Grade: P-3 https://t.co/SWdec8MU3S #jobs",UNJobList,90736001,en
2022-05-07 22:52:00+00:00,1523073188913065984,"At an informal meeting of the UN Security Council, eyewitnesses to the crimes of neo-Nazis from the Ukrainian #Azov regiment were quoted.  This was done by the French independent journalist Anne-Laure Bonel. French journalist Bonel presented evidence of Azov's crimes to the #UN https://t.co/LEGHSOaUTH",polina_clarissa,3013830860,en
2022-05-07 22:50:27+00:00,1523072799408943104,"w/ respected #DeputyChief, #UN_PGA(Shared.) &amp; #UNTeam.w/ #UN. :) #UNHQ, #NY mainly https://t.co/jR2HxqclA8",madhavanpallan,87624170,en
2022-05-07 22:45:05+00:00,1523071450114322433,Good summary by ⁦@RichardGowan1⁩ on what reforms to #globalgovernance are likely or even possible in current context of the #UN. Even more interesting is what might be possible outside existing international institutions and between different actors. https://t.co/ws8PSO15IN,micksheldrick,57076623,en
2022-05-07 22:37:28+00:00,1523069534109904897,"@biggyyyyyyy er is einem amerikanischen #ANGRIFFSKRIEG zum #Opfer #gefalle unte #Friedensnobelpreisträger #Obama @BarackObama  diese #Hurensohn und #HilaryClinten die das Amerikanische Pentant zu #anderleyne ist, nur noch hinterlistiger hat sich gefreut wie ne #Schneekönigin all #Huren in #UN",z_Ost_7,1487554325773799429,de
2022-05-07 22:37:28+00:00,1523069533556068353,"🇨🇦Madman Putin prefers to starve his own nation &amp; many others so he can hold onto power until 2036.
#FoodShortages2022  #UN  #Yekaterinburg #Omsk 
#Chelyabinsk #Kazan #Samara #China 
#RedArmy https://t.co/g5WbSzrn5M",Suebytheocean,903456939161427968,en
2022-05-07 22:36:44+00:00,1523069348188983301,"#Russia ends and #NATO, #EU, #UN and #Ukraine defend #Yidiotocracy- any diversity, war, tax, usury, inflation, speculation, public debt, fiat money, prison, other than Holy State, Law, Land, Bank, Hospital or School and the loss of 9B lives, $4,500T and 60 lifespan years so far",WorldPM1st,1522085010563805184,en
2022-05-07 22:30:48+00:00,1523067855972958210,It's strictly #Russophobia and fear of economic competition.  Very #Un-American. https://t.co/6vjcsZ1LAh,jethomme,19254501,en
2022-05-07 22:30:10+00:00,1523067696346284032,"All women, children and elderly people have been evacuated from the Azovstal steel plant in Mariupol. A very important humanitarian operation where #UN #ICRC played a key role. #RussiaUkraineWar #Azovstal #news #saragiussani",SaraAGiussani,4250062162,en
2022-05-07 22:29:18+00:00,1523067475734138880,"Translation: ""Russia, please, don't stop us from organizing the Holodomor in Ukraine"".
Says a lot about so-called Europe's ""concerns"" for Ukraine. 
Guys, some day you will have to take off your blinders.
#Ukraine #UN #Russia https://t.co/qSaehfTC4q",AnyafromSaintP,1521491314780651521,en
2022-05-07 22:24:40+00:00,1523066312888487937,"Comparto la opinión de Casero @agencialavieja, no me parece la forma adecuada de reaccionar pero entiendo la indignación ante el trato soberbio y pedante de gran parte del periodismo argentino.  Imagino que hoy muchos se deben creer víctimas.  #un mejor país #periodismo #casero",soledad_ol1,1516232980401958918,es
2022-05-07 22:23:03+00:00,1523065905084657665,"As a private #BE person, I want to file a formal complaint to the #UN, #EU, #UK &amp; #USA, because of repeated death threats from the state of #Russia, Vladimir #Putin about #Ukraine. Via state television, the doomsday plane &amp; #Kalingrad nuclear exercise.
https://t.co/u3NCItiAfd",Zout_Zuur,396101078,en
2022-05-07 22:22:20+00:00,1523065723634999296,@NGreat330 @FiorellaIsabelM Wonder why the #UK blocked a #UN investigation into #Bucha. Maybe they know who really killed all those people? #Ukraine #BuchaMassacre,SergeyZahovski,1500311142299799554,en
2022-05-07 22:20:30+00:00,1523065262328754177,"The #Taliban deserve to live in big cities full of men!
That TV shows are only for men!
They deserve to hear the voice of men day and night!
That is your right! That's what they want! Forbid women and allow men!
An #Afghanistan for men only! #Un #ONU
#Muslims #FreeWoman #Peace https://t.co/cYkDdIyCoG",elpuebloalmando,1265022246,en
2022-05-07 22:19:23+00:00,1523064983546114048,#UN #REAL LET’S GO!!!!! Hells yeah @Bucks unreal final sequence to beat @celtics !! #FearTheDeer #BucksInSix #BucksCeltics,RecordHIGH,26183526,en
2022-05-07 22:10:47+00:00,1523062817603330048,#Un Geneva https://t.co/A5jBzboeRd,HusseinEndris6,1523057678964166657,es
2022-05-07 22:10:22+00:00,1523062713814970368,"@Patrick59723478 @AlexKhrebet There is no excuse. Probably a more precise timeline was agreed upon,  but it but the general info was from 5th to 7th and should never be interrupted. Yet, the shelled the plant each time #UN and #ICRC were away.
Targeting a car moments before civilians were to be evacuated...",UntaintedCode,3233045975,en
2022-05-07 22:10:06+00:00,1523062647398096897,"@KurdsatEnglish #UN
#EU
#UNICEF",BawerShero,1498382546987540489,und
2022-05-07 22:09:41+00:00,1523062539046645760,"@antonioguterres @UN Does it mean that the #UN charter is for the western world not for the #Africans Nations, you came to Nigeria and start support the terrorist organisation that's from the Northern part of Nigeria https://t.co/0Wy838VaGy",UcheAmajuoyi,1099799501064335361,en
2022-05-07 22:00:14+00:00,1523060163506487297,"@TJesus1984 @caitoz According to #Russia it is a military operation under Article 51 of the #UN Charter, after #Donetsk and #Luhansk People's Republics requested military aid.

Case in point: #Kyiv isn't a smoking crater, and numerous world leaders have been safe to freely visit the city.",dietchinator,429528317,en
2022-05-07 21:58:11+00:00,1523059646332043264,"#UN panel of experts on #South_Sudan recommends maintaining #arms_embargo because of continuing unrest. Even as unification of the armed forces is completed, the group says ""the peace agreement has itself become a lucrative venue for elite power politics."" https://t.co/TbyQ2oLfBR",PatrickHeinisc1,1097953832707989505,en
2022-05-07 21:55:07+00:00,1523058874558959619,@EuromaidanPress Want the #UN supervising the evacuation? How could they let them take evacuees to a filtration camp? Hello?,johnny_sarcasm,409675999,en
2022-05-07 21:51:48+00:00,1523058040878022656,"#lamer
#lesembrunsdejoiesurlamer
#onnevapasmourir
#jesuismort
#un
#lundi
#mardi
#mercredi
#jeudi
#vendredi
#samedi
#dimanche https://t.co/9114qvRmZi",JeanhulkL,1226783440927907840,und
2022-05-07 21:50:58+00:00,1523057830433296385,@IAC_MO @Maryam_Rajavi @SecBlinken 34 years ago while #1988Massacre was under way by Ayatollahs in #Iran #MassoudRajavi has diligently made #UN aware and since then #Maraym_Rajavi has persistently made it clear to the world that this has been a crime against 30 thousand innocent political prisoners and a war crime,iac_nm,2815949569,en
2022-05-07 21:50:58+00:00,1523057828931391488,"@LucyMbabazi @FrehiwetGebret4 In comparison how European acts when the #Ukrain war starts, Africans are too passive or they really don't care.  The useless @AUC_MoussaFaki said not even a word about the #Tigraysiege when #US, #UN, are begging the Ethiopian government for free humanitarian aid access.",Sara18785983,1374346395474354176,en
